,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
0,"frozenset({'A_nodejs.org', 'A_stackoverflow.com'})",frozenset({'A_github.com'}),0.006829268292682927,0.4278048780487805,0.0034146341463414634,0.5,1.168757126567845,0.0004930398572278406,1.1443902439024392
1,"frozenset({'A_nodejs.org', 'A_www.npmjs.com'})",frozenset({'Q_www.npmjs.com'}),0.004390243902439025,0.14829268292682926,0.0024390243902439024,0.5555555555555555,3.7463450292397655,0.0017879833432480666,1.9163414634146336
2,frozenset({'Q_npmjs.org'}),frozenset({'A_github.com'}),0.012682926829268294,0.4278048780487805,0.006829268292682927,0.5384615384615384,1.2586615209192176,0.0014034503271861988,1.2397560975609756
3,frozenset({'Q_github.com'}),frozenset({'A_github.com'}),0.3385365853658537,0.4278048780487805,0.17512195121951218,0.5172910662824207,1.2091752404549174,0.030294348602022597,1.1853833272661085
4,"frozenset({'Q_nodejs.org', 'Q_github.com'})",frozenset({'A_github.com'}),0.003902439024390244,0.4278048780487805,0.002926829268292683,0.75,1.7531356898517674,0.0012573468173706127,2.2887804878048783
5,"frozenset({'Q_registry.npmjs.org', 'Q_github.com'})",frozenset({'A_github.com'}),0.003902439024390244,0.4278048780487805,0.0024390243902439024,0.625,1.4609464082098063,0.0007695419393218322,1.5258536585365856
6,"frozenset({'A_npmjs.org', 'Q_github.com'})",frozenset({'A_github.com'}),0.003902439024390244,0.4278048780487805,0.0024390243902439024,0.625,1.4609464082098063,0.0007695419393218322,1.5258536585365856
7,"frozenset({'A_npmjs.org', 'A_github.com'})",frozenset({'Q_github.com'}),0.003902439024390244,0.3385365853658537,0.0024390243902439024,0.625,1.8461815561959654,0.0011179060083283759,1.76390243902439
8,frozenset({'Q_www.npmjs.org'}),frozenset({'A_github.com'}),0.00975609756097561,0.4278048780487805,0.005853658536585366,0.6,1.402508551881414,0.0016799524092801906,1.430487804878049
9,frozenset({'Q_pastebin.com'}),frozenset({'A_github.com'}),0.011707317073170732,0.4278048780487805,0.006829268292682927,0.5833333333333334,1.3635499809958191,0.0018208209399167164,1.3732682926829272
10,frozenset({'A_registry.npmjs.org'}),frozenset({'Q_registry.npmjs.org'}),0.007804878048780488,0.016585365853658537,0.003902439024390244,0.5,30.14705882352941,0.003772992266508031,1.966829268292683
11,frozenset({'A_www.npmjs.org'}),frozenset({'Q_github.com'}),0.009268292682926829,0.3385365853658537,0.007317073170731708,0.7894736842105264,2.3320188078264827,0.0041794170136823326,3.1419512195121966
12,"frozenset({'A_www.npmjs.org', 'A_github.com'})",frozenset({'Q_github.com'}),0.0034146341463414634,0.3385365853658537,0.002926829268292683,0.8571428571428571,2.5319061342116096,0.0017708506841165972,4.630243902439022
13,frozenset({'Q_gist.github.com'}),frozenset({'A_github.com'}),0.014146341463414635,0.4278048780487805,0.007317073170731708,0.5172413793103449,1.209059096449495,0.0012651992861392033,1.1852613240418122
14,"frozenset({'A_en.wikipedia.org', 'Q_github.com'})",frozenset({'A_github.com'}),0.004390243902439025,0.4278048780487805,0.0024390243902439024,0.5555555555555555,1.2986190295198274,0.0005608566329565734,1.2874390243902438
15,"frozenset({'A_en.wikipedia.org', 'A_github.com'})",frozenset({'Q_github.com'}),0.0034146341463414634,0.3385365853658537,0.0024390243902439024,0.7142857142857143,2.109921778509675,0.0012830458060678167,2.315121951219512
16,"frozenset({'Q_i.stack.imgur.com', 'Q_github.com'})",frozenset({'A_github.com'}),0.025853658536585365,0.4278048780487805,0.013658536585365854,0.5283018867924528,1.2349131903358361,0.0025982153480071397,1.2130536585365854
17,frozenset({'A_i.stack.imgur.com'}),frozenset({'Q_i.stack.imgur.com'}),0.05024390243902439,0.20243902439024392,0.026341463414634145,0.5242718446601942,2.5897765820563805,0.01617013682331945,1.676505724240916
18,"frozenset({'A_i.stack.imgur.com', 'A_github.com'})",frozenset({'Q_i.stack.imgur.com'}),0.009268292682926829,0.20243902439024392,0.004878048780487805,0.5263157894736842,2.599873176918199,0.003001784651992861,1.683739837398374
19,frozenset({'Q_yeoman.io'}),frozenset({'A_github.com'}),0.003902439024390244,0.4278048780487805,0.0024390243902439024,0.625,1.4609464082098063,0.0007695419393218322,1.5258536585365856
20,frozenset({'Q_travis-ci.org'}),frozenset({'A_github.com'}),0.002926829268292683,0.4278048780487805,0.0024390243902439024,0.8333333333333334,1.9479285442797416,0.0011869125520523498,3.4331707317073183
21,frozenset({'A_devcenter.heroku.com'}),frozenset({'Q_github.com'}),0.0034146341463414634,0.3385365853658537,0.002926829268292683,0.8571428571428571,2.5319061342116096,0.0017708506841165972,4.630243902439022
22,frozenset({'Q_ionicframework.com'}),frozenset({'A_github.com'}),0.0034146341463414634,0.4278048780487805,0.0024390243902439024,0.7142857142857143,1.6696530379540642,0.000978227245687091,2.0026829268292685
23,frozenset({'A_webpack.github.io'}),frozenset({'Q_github.com'}),0.006341463414634147,0.3385365853658537,0.0034146341463414634,0.5384615384615384,1.5905564176457547,0.0012678167757287327,1.4331707317073168
